// Flagged Items
// <ItemID>,<Flag>
//
// <Flag>:
//  1 - As Dead Branch item (will be logged at `branchlog` table and cannot be used at 'nobranch' mapflag)
//  2 - As item group container, check player's inventory and weight before consumed
//  4 - GUID item, cannot be stacked even same or stackable item
//  8 - Item will be bound item when equipped
// 16 - Special Broadcast: When item dropped by monster and player loot it, will be broadcasted!
// 32 - Item will not be removed on consumption. Also supports 'itemskill'
// 64 - Item will be displayed with a client side defined drop
// 128 - Item will be displayed with a white pillar drop effect
// 256 - Item will be displayed with a blue pillar drop effect
// 512 - Item will be displayed with a yellow pillar drop effect
// 1024 - Item will be displayed with a purple pillar drop effect
// 2048 - Item will be displayed with a orange pillar drop effect
// NOTE: For removing flag by import file, use "-" to remove the flag. Example, 604,-1 will removes flag 1 from Branch_Of_Dead_Tree
501,128
603,128
644,128
617,128

// Cartas no Brasil Ragnarok Online = Azul normais, Amarela MVPs
4001,256
4002,256
4003,256
4004,256
4005,256
4006,256
4007,256
4008,256
4009,256
4010,256
4011,256
4012,256
4013,256
4014,256
4015,256
4016,256
4017,256
4018,256
4019,256
4020,256
4021,256
4022,256
4023,256
4024,256
4025,256
4026,256
4027,256
4028,256
4029,256
4030,256
4031,256
4032,256
4033,256
4034,256
4035,256
4036,256
4037,256
4038,256
4039,256
4040,256
4041,256
4042,256
4043,256
4044,256
4045,256
4046,256
4047,256
4048,256
4049,256
4050,256
4051,256
4052,256
4053,256
4054,512
4055,256
4056,256
4057,256
4058,256
4059,256
4060,256
4061,256
4062,256
4063,256
4064,256
4065,256
4066,256
4067,256
4068,256
4069,256
4070,256
4071,256
4072,256
4073,256
4074,256
4075,256
4076,256
4077,256
4078,256
4079,256
4080,256
4081,256
4082,256
4083,256
4084,256
4085,256
4086,256
4087,256
4088,256
4089,256
4090,256
4091,256
4092,256
4093,256
4094,256
4095,256
4096,256
4097,256
4098,256
4099,256
4100,256
4101,256
4102,256
4103,256
4104,256
4105,256
4106,256
4107,256
4108,256
4109,256
4110,256
4111,256
4112,256
4113,256
4114,256
4115,256
4116,256
4117,256
4118,256
4119,256
4120,256
4121,512
4122,256
4123,512
4124,256
4125,256
4126,256
4127,256
4128,512
4129,256
4130,256
4131,512
4132,512
4133,256
4134,512
4135,512
4136,256
4137,512
4138,256
4139,256
4140,512
4141,256
4142,512
4143,512
4144,512
4145,512
4146,512
4147,512
4148,512
4149,256
4150,256
4151,256
4152,256
4153,256
4154,256
4155,256
4156,256
4157,256
4158,256
4159,256
4160,256
4161,256
4162,256
4163,256
4164,256
4165,256
4166,256
4167,256
4168,512
4169,512
4170,256
4171,256
4172,256
4173,256
4174,512
4175,256
4176,256
4177,256
4178,256
4179,256
4180,256
4181,256
4182,256
4183,256
4184,256
4185,256
4186,256
4187,256
4188,256
4189,256
4190,256
4191,256
4192,256
4193,256
4194,256
4195,256
4196,256
4197,256
4198,512
4199,256
4200,256
4201,256
4202,256
4203,256
4204,256
4205,256
4206,256
4207,256
4208,256
4209,256
4210,256
4211,256
4212,256
4213,256
4214,256
4215,256
4216,256
4217,256
4218,256
4219,256
4220,256
4221,256
4222,256
4223,256
4224,256
4225,256
4226,256
4227,256
4228,256
4229,256
4230,256
4231,256
4232,256
4233,256
4234,256
4235,256
4236,512
4237,256
4238,256
4239,256
4240,256
4241,512
4242,256
4243,256
4244,256
4245,256
4246,256
4247,256
4248,256
4249,256
4250,256
4251,256
4252,256
4253,256
4254,256
4255,256
4256,256
4257,256
4258,256
4259,256
4260,256
4261,256
4262,256
4263,512
4264,256
4265,256
4266,256
4267,256
4268,256
4269,256
4270,256
4271,256
4272,256
4273,256
4274,256
4275,256
4276,512
4277,512
4278,256
4279,256
4280,256
4281,256
4282,256
4283,256
4284,256
4285,256
4286,256
4287,256
4288,256
4289,256
4290,512
4291,512
4292,256
4293,256
4294,256
4295,256
4296,256
4297,256
4298,256
4299,256
4300,256
4301,512
4302,512
4303,256
4304,256
4305,512
4306,256
4307,256
4308,256
4309,256
4310,256
4311,256
4312,256
4313,256
4314,256
4315,256
4316,256
4317,256
4318,512
4319,256
4320,512
4321,256
4322,256
4323,256
4324,512
4325,256
4326,256
4327,256
4328,256
4329,256
4330,512
4331,256
4332,256
4333,256
4334,256
4335,256
4336,256
4337,256
4338,256
4339,256
4340,256
4341,256
4342,512
4343,256
4344,256
4345,256
4346,256
4347,256
4348,256
4349,256
4350,256
4351,256
4352,512
4353,256
4354,256
4355,256
4356,256
4357,512
4358,256
4359,512
4360,256
4361,512
4362,256
4363,512
4364,256
4365,512
4366,256
4367,512
4368,256
4369,256
4370,256
4371,256
4372,256
4373,256
4374,512
4375,256
4376,512
4377,256
4378,256
4379,256
4380,256
4381,256
4382,256
4384,256
4385,256
4386,256
4387,256
4388,256
4389,256
4390,256
4391,256
4392,256
4393,256
4394,256
4395,256
4396,256
4397,256
4398,256
4399,512
4400,256
4401,256
4402,256
4403,512
4404,256
4405,256
4406,256
4407,512
4408,256
